Experiment,Genotype,Environment,Repno,Yield
Experiment 1,G7,E17,1,48.23283665
Experiment 1,G10,E17,2,56.61867407
Experiment 1,G4,E17,2,64.73161719
Experiment 1,G5,E17,2,55.29496649
Experiment 1,G20,E17,1,61.28642652
Experiment 1,G3,E17,1,47.74472399
Experiment 1,G13,E17,2,59.776953
Experiment 1,G4,E18,1,56.56560799
Experiment 1,G8,E18,2,56.72739359
Experiment 1,G9,E18,2,44.30499559
Experiment 1,G16,E18,1,48.23995444
Experiment 1,G9,E18,1,54.59325119
Experiment 1,G16,E18,2,52.21306974
Experiment 1,G20,E18,1,48.83949302
Experiment 1,G14,E18,2,53.55898323
Experiment 1,G7,E18,1,47.77379975
Experiment 1,G12,E18,2,38.27870995
Experiment 1,G3,E18,1,48.85432339
Experiment 1,G17,E18,2,48.21127515
Experiment 1,G13,E18,2,58.0841522
Experiment 1,G12,E18,1,42.75324165
Experiment 1,G17,E18,1,49.37797535
Experiment 1,G19,E18,1,55.24795747
Experiment 1,G13,E18,1,48.5108462
Experiment 1,G10,E18,2,46.28818767
Experiment 1,G19,E18,2,60.37513347
Experiment 1,G7,E18,2,37.51751465
Experiment 1,G5,E18,1,40.57396389
Experiment 1,G8,E18,1,48.90934239
Experiment 1,G1,E18,2,56.04441449
Experiment 1,G18,E18,2,47.28596467
Experiment 1,G11,E18,1,48.68306062
Experiment 1,G11,E18,2,53.14867032
Experiment 1,G10,E18,1,54.02088507
Experiment 1,G15,E18,1,47.05445859
Experiment 1,G6,E18,1,67.46327582
Experiment 1,G14,E18,1,44.17066003
Experiment 1,G4,E18,2,56.03742559
Experiment 1,G6,E18,2,69.34492562
Experiment 1,G20,E18,2,52.27907272
Experiment 1,G2,E18,2,40.81067447
Experiment 1,G2,E18,1,45.75643647
Experiment 1,G15,E18,2,37.48115259
Experiment 1,G1,E18,1,46.33430449
Experiment 1,G18,E18,1,45.83123257
Experiment 1,G3,E18,2,43.04773709
Experiment 1,G5,E18,2,52.90015299
Experiment 1,G9,E19,1,53.76097729
Experiment 1,G4,E19,2,62.87717949
Experiment 1,G10,E19,2,47.33042597
Experiment 1,G1,E19,2,51.01865189
Experiment 1,G18,E19,1,53.05701167
Experiment 1,G14,E19,1,46.24606593
Experiment 1,G13,E19,1,58.9021509
Experiment 1,G2,E19,2,45.71732837
Experiment 1,G5,E19,1,47.06516499
Experiment 1,G4,E19,1,63.68283609
Experiment 1,G18,E19,2,51.44391407
Experiment 1,G20,E19,1,51.29557092
Experiment 1,G8,E19,1,51.98609409
Experiment 1,G3,E19,2,51.18043749
Experiment 1,G16,E19,1,50.46658824
Experiment 1,G7,E19,2,55.76791175
Experiment 1,G13,E19,2,50.7533909
Experiment 1,G15,E19,1,51.82609289
Experiment 1,G6,E19,2,60.89549422
Experiment 1,G7,E19,1,46.49155965
Experiment 1,G11,E19,2,52.10301192
Experiment 1,G10,E19,1,47.08849107
Experiment 1,G8,E19,2,56.74523759
Experiment 1,G12,E19,1,50.04132605
Experiment 1,G17,E19,1,52.62186585
Experiment 1,G6,E19,1,53.47417462
Experiment 1,G5,E19,2,53.84097789
Experiment 1,G19,E19,1,50.88019237
Experiment 1,G1,E19,1,50.05120969
Experiment 1,G12,E19,2,51.97799485
Experiment 1,G16,E19,2,50.87030874
Experiment 1,G2,E19,1,45.95926327
Experiment 1,G15,E19,2,46.66322889
Experiment 1,G20,E19,2,56.86200672
Experiment 1,G17,E19,2,55.60776185
Experiment 1,G9,E19,2,45.37206679
Experiment 1,G3,E19,1,46.66322889
Experiment 1,G11,E19,1,52.91045292
Experiment 1,G14,E19,2,53.18366443
Experiment 1,G19,E19,2,49.26709477
Experiment 1,G11,E20,1,48.70343252
Experiment 1,G16,E20,2,56.71347524
Experiment 1,G6,E20,1,43.51737132
Experiment 1,G17,E20,1,41.59501735
Experiment 1,G2,E20,2,55.26966767
Experiment 1,G14,E20,2,48.89634603
Experiment 1,G10,E20,2,42.51284337
Experiment 1,G15,E20,1,49.48719059
Experiment 1,G17,E20,2,47.09186155
Experiment 1,G14,E20,1,45.47342073
Experiment 1,G15,E20,2,52.39115289
Experiment 1,G5,E20,1,47.93000419
Experiment 1,G18,E20,1,44.27583057
Experiment 1,G20,E20,2,46.52661322
Experiment 1,G20,E20,1,47.56230872
Experiment 1,G19,E20,1,46.76581207
Experiment 1,G11,E20,2,52.02345742
Experiment 1,G8,E20,1,46.16701699
Experiment 1,G7,E20,1,37.23899955
Experiment 1,G5,E20,2,48.96807889
Experiment 1,G8,E20,2,49.48719059
Experiment 1,G12,E20,2,38.58577545
Experiment 1,G19,E20,2,51.74369327
Experiment 1,G13,E20,2,55.2129039
Experiment 1,G18,E20,2,45.93576867
Experiment 1,G4,E20,1,54.25689179
Experiment 1,G2,E20,1,48.42589887
Experiment 1,G6,E20,2,50.57155062
Experiment 1,G1,E20,2,58.92384129
Experiment 1,G1,E20,1,51.76691029
Experiment 1,G3,E20,2,40.98110449
Experiment 1,G7,E20,2,39.51871925
Experiment 1,G9,E20,1,52.39115289
Experiment 1,G12,E20,1,34.33518595
Experiment 1,G3,E20,1,46.58084909
Experiment 1,G9,E20,2,54.98403479
Experiment 1,G16,E20,1,45.40870644
Experiment 1,G4,E20,2,54.67072389
Experiment 1,G13,E20,1,51.3761465
Experiment 1,G10,E20,1,44.48386187
Experiment 1,G17,E21,2,24.06611265
Experiment 1,G14,E21,1,29.08563983
Experiment 1,G14,E21,2,30.22661493
Experiment 1,G8,E21,1,25.00938619
Experiment 1,G1,E21,2,37.34999919
Experiment 1,G1,E21,1,30.81731079
Experiment 1,G3,E21,1,26.35616209
Experiment 1,G19,E21,2,39.19504897
Experiment 1,G12,E21,2,24.68812475
Experiment 1,G2,E21,1,21.97722467
Experiment 1,G18,E21,2,37.84604257
Experiment 1,G11,E21,1,27.54580172
Experiment 1,G15,E21,1,20.13455409
Experiment 1,G16,E21,1,32.13291914
Experiment 1,G7,E21,2,47.09186155
Experiment 1,G16,E21,2,33.47969504
Experiment 1,G5,E21,1,25.42336699
Experiment 1,G9,E21,1,38.07714219
Experiment 1,G3,E21,2,30.29834779
Experiment 1,G9,E21,2,46.06411659
Experiment 1,G19,E21,1,31.41610587
Experiment 1,G2,E21,2,19.28129367
Experiment 1,G12,E21,1,27.38390705
Experiment 1,G5,E21,2,25.73429869
Experiment 1,G20,E21,1,26.50772702
Experiment 1,G13,E21,2,41.6261849
Experiment 1,G17,E21,1,26.76204365
Experiment 1,G8,E21,2,28.43246019
Experiment 1,G11,E21,2,29.20588852
Experiment 1,G4,E21,2,44.19599849
Experiment 1,G6,E21,2,38.22855842
Experiment 1,G20,E21,2,27.54580172
Experiment 1,G10,E21,1,26.33309377
Experiment 1,G10,E21,2,31.41610587
Experiment 1,G13,E21,1,36.4402724
Experiment 1,G16,E22,1,42.24213994
Experiment 1,G10,E22,1,33.23247637
Experiment 1,G1,E22,1,41.87211489
Experiment 1,G1,E22,2,37.72174919
Experiment 1,G11,E22,1,39.82410942
Experiment 1,G20,E22,2,43.43662722
Experiment 1,G4,E22,2,43.09978209
Experiment 1,G3,E22,2,45.93608589
Experiment 1,G13,E22,2,46.2813871
Experiment 1,G18,E22,2,37.87265987
Experiment 1,G20,E22,1,49.95266122
Experiment 1,G6,E22,1,39.92656372
Experiment 1,G14,E22,2,30.99093293
Experiment 1,G10,E22,2,39.04426717
Experiment 1,G11,E22,2,44.81150742
Experiment 1,G13,E22,1,39.3266881
Experiment 1,G8,E22,2,36.64456639
Experiment 1,G9,E22,1,39.84414429
Experiment 1,G7,E22,2,34.04834365
Experiment 1,G2,E22,2,43.62526807
Experiment 1,G12,E22,1,33.61770845
Experiment 1,G7,E22,1,32.22201025
Experiment 1,G16,E22,2,37.94946834
Experiment 1,G8,E22,1,41.52475169
Experiment 1,G14,E22,1,31.79450773
Experiment 1,G18,E22,1,34.53226307
Experiment 1,G3,E22,1,41.50393369
Experiment 1,G9,E22,2,40.30347859
Experiment 1,G5,E22,2,36.79817349
Experiment 1,G6,E22,2,42.21535412
Experiment 1,G17,E22,1,46.65944195
Experiment 1,G17,E22,2,42.31383315
Experiment 1,G5,E22,1,43.69844829
Experiment 1,G15,E22,1,40.04905289
Experiment 1,G19,E22,1,41.80205737
Experiment 1,G19,E22,2,34.77226487
Experiment 1,G15,E22,2,36.67653689
Experiment 1,G12,E22,2,36.81416365
Experiment 1,G4,E22,1,43.24387239
Experiment 2,G18,E1,1,67.73783567
Experiment 2,G10,E1,2,67.27693383
Experiment 2,G17,E1,2,58.49134542
Experiment 2,G5,E1,1,70.21217682
Experiment 2,G4,E1,1,55.77977408
Experiment 2,G13,E1,1,66.96600213
Experiment 2,G3,E1,2,54.99680041
Experiment 2,G15,E1,1,59.04173781
Experiment 2,G18,E1,2,56.53819777
Experiment 2,G11,E1,1,65.56101637
Experiment 2,G23,E1,2,56.56962716
Experiment 2,G21,E1,1,68.67300997
Experiment 2,G8,E1,1,60.77329562
Experiment 2,G16,E1,1,67.08454288
Experiment 2,G26,E1,1,60.03274278
Experiment 2,G14,E1,2,54.56717927
Experiment 2,G14,E1,1,75.93284137
Experiment 2,G9,E1,2,55.41286301
Experiment 2,G22,E1,2,58.80227712
Experiment 2,G20,E1,1,69.69321382
Experiment 2,G1,E1,1,74.87912632
Experiment 2,G6,E1,2,64.84951371
Experiment 2,G17,E1,1,68.76027002
Experiment 2,G25,E1,2,71.66423232
Experiment 2,G5,E1,2,60.98132692
Experiment 2,G15,E1,2,62.15373141
Experiment 2,G22,E1,1,49.88235892
Experiment 2,G13,E1,2,63.23199643
Experiment 2,G12,E1,1,63.67725792
Experiment 2,G4,E1,2,70.09140558
Experiment 2,G3,E1,1,64.64386161
Experiment 2,G9,E1,1,62.36176271
Experiment 2,G2,E1,2,55.13336071
Experiment 2,G24,E1,2,66.92581181
Experiment 2,G24,E1,1,67.85875561
Experiment 2,G8,E1,2,73.11613912
Experiment 2,G7,E1,2,67.97729636
Experiment 2,G19,E1,1,60.07981251
Experiment 2,G7,E1,1,67.35528426
Experiment 2,G23,E1,1,62.27227216
Experiment 2,G19,E1,2,62.36176271
Experiment 2,G6,E1,1,65.57665671
Experiment 2,G12,E1,2,64.29912132
Experiment 2,G11,E1,2,67.84296657
Experiment 2,G20,E1,2,64.50730132
Experiment 2,G26,E1,2,63.14250588
Experiment 2,G16,E1,2,67.29257418
Experiment 2,G21,E1,2,72.09370477
Experiment 2,G25,E1,1,67.82732622
Experiment 2,G2,E1,1,59.69726111
Experiment 2,G10,E1,1,72.77377803
Experiment 2,G1,E1,2,60.67039522
Experiment 2,G16,E2,1,49.26537578
Experiment 2,G23,E2,2,48.59856366
Experiment 2,G25,E2,2,41.10876152
Experiment 2,G5,E2,2,44.28261432
Experiment 2,G18,E2,1,48.79360437
Experiment 2,G6,E2,2,45.75212141
Experiment 2,G1,E2,1,51.12623442
Experiment 2,G10,E2,2,45.85640143
Experiment 2,G21,E2,2,43.08173997
Experiment 2,G24,E2,2,47.82604031
Experiment 2,G7,E2,2,47.32271766
Experiment 2,G18,E2,2,41.16113077
Experiment 2,G14,E2,1,43.17095997
Experiment 2,G12,E2,2,49.77484882
Experiment 2,G3,E2,2,49.48151741
Experiment 2,G9,E2,2,45.01367721
Experiment 2,G15,E2,2,46.78573511
Experiment 2,G21,E2,1,46.14585217
Experiment 2,G26,E2,2,46.14639328
Experiment 2,G25,E2,1,38.98235152
Experiment 2,G5,E2,1,45.62017082
Experiment 2,G10,E2,1,33.70790883
Experiment 2,G11,E2,1,37.98281697
Experiment 2,G16,E2,2,47.89109038
Experiment 2,G11,E2,2,45.22658877
Experiment 2,G19,E2,1,48.44344271
Experiment 2,G26,E2,1,44.76541638
Experiment 2,G2,E2,2,44.28584441
Experiment 2,G2,E2,1,41.35452131
Experiment 2,G6,E2,1,46.03346181
Experiment 2,G20,E2,1,47.62330852
Experiment 2,G9,E2,1,39.26062291
Experiment 2,G24,E2,1,45.02735761
Experiment 2,G20,E2,2,48.78019452
Experiment 2,G22,E2,1,48.47149332
Experiment 2,G8,E2,1,45.31146962
Experiment 2,G17,E2,1,50.05381002
Experiment 2,G13,E2,2,52.11919933
Experiment 2,G23,E2,1,43.57726206
Experiment 2,G12,E2,1,47.56605902
Experiment 2,G1,E2,2,48.42123272
Experiment 2,G15,E2,1,45.60119091
Experiment 2,G7,E2,1,41.40044276
Experiment 2,G4,E2,1,42.92926878
Experiment 2,G22,E2,2,43.38848122
Experiment 2,G4,E2,2,50.71728258
Experiment 2,G14,E2,2,49.58706757
Experiment 2,G8,E2,2,47.06300692
Experiment 2,G17,E2,2,42.17434572
Experiment 2,G13,E2,1,47.00421673
Experiment 2,G3,E2,1,44.88549781
Experiment 2,G19,E2,2,44.12876351
Experiment 2,G23,E3,1,76.21572246
Experiment 2,G15,E3,2,85.77859261
Experiment 2,G3,E3,2,73.12005901
Experiment 2,G24,E3,2,60.26494401
Experiment 2,G13,E3,1,74.50940443
Experiment 2,G10,E3,2,57.70303303
Experiment 2,G5,E3,1,68.16353692
Experiment 2,G14,E3,2,71.70738217
Experiment 2,G22,E3,2,69.40964292
Experiment 2,G24,E3,1,77.47146711
Experiment 2,G16,E3,1,73.00443858
Experiment 2,G18,E3,2,65.39863597
Experiment 2,G19,E3,1,69.80687431
Experiment 2,G13,E3,2,65.45446663
Experiment 2,G8,E3,1,72.46215652
Experiment 2,G2,E3,2,67.66133571
Experiment 2,G4,E3,2,67.78194588
Experiment 2,G4,E3,1,74.04251328
Experiment 2,G18,E3,1,63.92843907
Experiment 2,G25,E3,2,65.93868752
Experiment 2,G21,E3,1,68.90632027
Experiment 2,G6,E3,1,65.39613491
Experiment 2,G16,E3,2,67.42298408
Experiment 2,G25,E3,1,69.24964172
Experiment 2,G1,E3,1,65.77853762
Experiment 2,G8,E3,2,71.70988322
Experiment 2,G1,E3,2,69.80518492
Experiment 2,G7,E3,2,74.83236636
Experiment 2,G10,E3,1,78.03062043
Experiment 2,G2,E3,1,71.80917351
Experiment 2,G20,E3,2,67.69007612
Experiment 2,G17,E3,1,71.64133252
Experiment 2,G15,E3,1,72.18711521
Experiment 2,G9,E3,1,63.57366771
Experiment 2,G17,E3,2,75.37533822
Experiment 2,G12,E3,2,64.68782312
Experiment 2,G7,E3,1,78.39492096
Experiment 2,G12,E3,1,69.11700132
Experiment 2,G3,E3,1,72.49358591
Experiment 2,G14,E3,1,72.83006717
Experiment 2,G11,E3,2,72.47794557
Experiment 2,G26,E3,1,69.74835468
Experiment 2,G6,E3,2,61.97306091
Experiment 2,G19,E3,2,66.96923221
Experiment 2,G22,E3,1,70.32429662
Experiment 2,G9,E3,2,63.26734571
Experiment 2,G26,E3,2,63.11053538
Experiment 2,G23,E3,2,72.96424826
Experiment 2,G20,E3,1,69.49425322
Experiment 2,G21,E3,2,70.81785877
Experiment 2,G5,E3,2,69.73886472
Experiment 2,G11,E3,1,75.02517657
Experiment 2,G1,E4,2,67.82732622
Experiment 2,G2,E4,2,69.44499221
Experiment 2,G3,E4,1,60.80457631
Experiment 2,G4,E4,1,66.98164248
Experiment 2,G5,E4,1,61.39515902
Experiment 2,G6,E4,1,66.19866881
Experiment 2,G3,E4,2,54.47768871
Experiment 2,G7,E4,2,73.78522096
Experiment 2,G4,E4,2,68.53644968
Experiment 2,G7,E4,1,75.96427076
Experiment 2,G6,E4,2,66.40670011
Experiment 2,G8,E4,2,62.01717112
Experiment 2,G5,E4,2,66.16723942
Experiment 2,G9,E4,1,58.83355781
Experiment 2,G10,E4,2,74.32873393
Experiment 2,G11,E4,2,63.79802917
Experiment 2,G12,E4,2,73.32417042
Experiment 2,G13,E4,2,65.92777873
Experiment 2,G14,E4,1,59.12884917
Experiment 2,G15,E4,1,68.58351941
Experiment 2,G16,E4,1,64.69969228
Experiment 2,G17,E4,1,77.47200822
Experiment 2,G18,E4,2,65.14480507
Experiment 2,G19,E4,1,72.42265601
Experiment 2,G8,E4,1,61.70623942
Experiment 2,G20,E4,2,68.65513912
Experiment 2,G21,E4,2,65.35298507
Experiment 2,G19,E4,2,74.91040701
Experiment 2,G10,E4,1,69.24572183
Experiment 2,G18,E4,1,74.68673537
Experiment 2,G21,E4,1,78.93970407
Experiment 2,G15,E4,2,77.40053721
Experiment 2,G22,E4,1,67.51639452
Experiment 2,G23,E4,2,63.93235896
Experiment 2,G11,E4,1,73.85669197
Experiment 2,G16,E4,2,70.50746818
Experiment 2,G24,E4,1,65.36862541
Experiment 2,G20,E4,1,68.86317042
Experiment 2,G25,E4,2,73.63525082
Experiment 2,G12,E4,1,67.51639452
Experiment 2,G14,E4,2,67.01292317
Experiment 2,G26,E4,1,53.28964388
Experiment 2,G13,E4,1,62.50485343
Experiment 2,G25,E4,1,71.04222022
Experiment 2,G1,E4,1,60.87842652
Experiment 2,G2,E4,1,68.92588051
Experiment 2,G17,E4,2,67.93022662
Experiment 2,G23,E4,1,73.89035186
Experiment 2,G22,E4,2,76.12300182
Experiment 2,G9,E4,2,62.56756351
Experiment 2,G24,E4,2,68.48061901
Experiment 2,G26,E4,2,61.69045038
Experiment 2,G25,E5,2,55.87541502
Experiment 2,G1,E5,2,54.78931022
Experiment 2,G6,E5,1,65.17204401
Experiment 2,G11,E5,1,70.03361497
Experiment 2,G18,E5,1,59.11977847
Experiment 2,G15,E5,1,66.70633061
Experiment 2,G6,E5,2,58.71236731
Experiment 2,G17,E5,2,59.04465812
Experiment 2,G4,E5,2,62.43826268
Experiment 2,G20,E5,1,65.79236672
Experiment 2,G25,E5,1,58.24896442
Experiment 2,G2,E5,2,58.78721711
Experiment 2,G21,E5,1,63.39341647
Experiment 2,G10,E5,2,61.20372843
Experiment 2,G9,E5,1,57.18953061
Experiment 2,G18,E5,2,73.29876957
Experiment 2,G7,E5,2,71.93078326
Experiment 2,G24,E5,2,58.66671641
Experiment 2,G8,E5,2,54.16045792
Experiment 2,G26,E5,1,59.25756968
Experiment 2,G14,E5,2,66.78898097
Experiment 2,G5,E5,2,53.60253552
Experiment 2,G19,E5,2,70.24360621
Experiment 2,G10,E5,1,62.45221363
Experiment 2,G15,E5,2,61.88384091
Experiment 2,G3,E5,1,59.94033191
Experiment 2,G19,E5,1,67.53399481
Experiment 2,G24,E5,1,64.77873251
Experiment 2,G23,E5,1,60.14348296
Experiment 2,G1,E5,1,60.26340332
Experiment 2,G16,E5,2,61.08226738
Experiment 2,G22,E5,1,62.32810282
Experiment 2,G11,E5,2,62.00307147
Experiment 2,G13,E5,1,61.59257893
Experiment 2,G3,E5,2,63.23983621
Experiment 2,G12,E5,1,55.53935302
Experiment 2,G17,E5,1,55.65816432
Experiment 2,G20,E5,2,63.83041892
Experiment 2,G12,E5,2,66.94241252
Experiment 2,G13,E5,2,56.84785933
Experiment 2,G21,E5,2,62.96575527
Experiment 2,G7,E5,1,63.73116786
Experiment 2,G23,E5,2,63.94603936
Experiment 2,G14,E5,1,61.32172807
Experiment 2,G16,E5,1,60.62501488
Experiment 2,G26,E5,2,53.27819398
Experiment 2,G5,E5,1,54.12848742
Experiment 2,G8,E5,1,57.62918282
Experiment 2,G9,E5,2,54.22846751
Experiment 2,G4,E5,1,50.87966298
Experiment 2,G22,E5,2,63.90134882
Experiment 2,G2,E5,1,65.04555401
Experiment 2,G22,E6,2,45.29169252
Experiment 2,G1,E6,2,44.93525862
Experiment 2,G3,E6,2,51.22517361
Experiment 2,G3,E6,1,53.96749901
Experiment 2,G12,E6,2,49.11387732
Experiment 2,G25,E6,2,49.11387732
Experiment 2,G14,E6,1,50.66246597
Experiment 2,G9,E6,1,40.72725101
Experiment 2,G8,E6,1,49.00294712
Experiment 2,G9,E6,2,45.21531441
Experiment 2,G17,E6,2,50.78496792
Experiment 2,G13,E6,2,44.75319613
Experiment 2,G20,E6,1,53.89220312
Experiment 2,G13,E6,1,48.66727753
Experiment 2,G24,E6,2,46.50647651
Experiment 2,G23,E6,2,48.86607496
Experiment 2,G21,E6,1,47.61917177
Experiment 2,G5,E6,1,43.27918672
Experiment 2,G8,E6,2,46.88367472
Experiment 2,G11,E6,1,49.79822157
Experiment 2,G20,E6,2,46.11965412
Experiment 2,G7,E6,1,45.99780066
Experiment 2,G2,E6,1,49.89183441
Experiment 2,G26,E6,1,38.58053728
Experiment 2,G4,E6,1,50.16040108
Experiment 2,G26,E6,2,39.56225468
Experiment 2,G6,E6,2,37.69466321
Experiment 2,G19,E6,2,45.31999921
Experiment 2,G25,E6,1,43.18312652
Experiment 2,G6,E6,1,41.65989741
Experiment 2,G1,E6,1,47.04382462
Experiment 2,G24,E6,1,47.48611211
Experiment 2,G21,E6,2,48.54111177
Experiment 2,G14,E6,2,38.97167197
Experiment 2,G11,E6,2,44.69112007
Experiment 2,G16,E6,1,43.52540708
Experiment 2,G19,E6,1,53.11812461
Experiment 2,G17,E6,1,41.36482292
Experiment 2,G4,E6,2,39.56225468
Experiment 2,G12,E6,1,44.16261342
Experiment 2,G23,E6,1,44.30544596
Experiment 2,G7,E6,2,44.35451696
Experiment 2,G22,E6,1,43.96201712
Experiment 2,G2,E6,2,42.04895031
Experiment 2,G18,E6,2,42.88783517
Experiment 2,G16,E6,2,42.49670048
Experiment 2,G10,E6,2,41.86157593
Experiment 2,G15,E6,2,42.59254381
Experiment 2,G18,E6,1,45.82436277
Experiment 2,G10,E6,1,39.94721213
Experiment 2,G15,E6,1,50.42487021
Experiment 2,G5,E6,2,46.88367472
Experiment 2,G6,E7,2,65.36401571
Experiment 2,G14,E7,1,66.35224907
Experiment 2,G24,E7,2,78.05451981
Experiment 2,G7,E7,1,69.38355226
Experiment 2,G17,E7,2,60.53314512
Experiment 2,G21,E7,2,69.51227277
Experiment 2,G16,E7,2,59.44284988
Experiment 2,G26,E7,1,67.12112308
Experiment 2,G12,E7,2,63.86922962
Experiment 2,G8,E7,1,74.25949342
Experiment 2,G7,E7,2,61.87673016
Experiment 2,G18,E7,1,63.64025847
Experiment 2,G15,E7,1,60.47535451
Experiment 2,G2,E7,2,62.05936061
Experiment 2,G4,E7,1,59.77891188
Experiment 2,G15,E7,2,62.98139561
Experiment 2,G12,E7,1,67.58494522
Experiment 2,G10,E7,2,68.18236813
Experiment 2,G23,E7,1,63.65116726
Experiment 2,G20,E7,1,67.90286582
Experiment 2,G20,E7,2,72.15345532
Experiment 2,G13,E7,1,68.48422913
Experiment 2,G8,E7,2,61.96453132
Experiment 2,G16,E7,1,63.58384748
Experiment 2,G2,E7,1,76.20861171
Experiment 2,G1,E7,2,65.25035522
Experiment 2,G5,E7,1,76.06813152
Experiment 2,G5,E7,2,81.55590502
Experiment 2,G11,E7,1,61.94374017
Experiment 2,G21,E7,1,68.60668977
Experiment 2,G9,E7,1,66.80462131
Experiment 2,G23,E7,2,62.70900406
Experiment 2,G24,E7,1,73.67575091
Experiment 2,G10,E7,1,61.47822863
Experiment 2,G11,E7,2,69.98781537
Experiment 2,G13,E7,2,58.59939663
Experiment 2,G18,E7,2,65.97261797
Experiment 2,G6,E7,1,54.77954971
Experiment 2,G26,E7,2,71.26896088
Experiment 2,G14,E7,2,64.15252997
Experiment 2,G3,E7,1,60.23535271
Experiment 2,G9,E7,2,67.60254551
Experiment 2,G22,E7,2,63.47145712
Experiment 2,G19,E7,2,54.73375011
Experiment 2,G1,E7,1,62.19323192
Experiment 2,G22,E7,1,61.23054812
Experiment 2,G4,E7,2,66.19278898
Experiment 2,G19,E7,1,61.19104761
Experiment 2,G17,E7,1,58.26264482
Experiment 2,G3,E7,2,70.46992761
Experiment 2,G25,E7,2,63.04156542
Experiment 2,G22,E8,2,56.31452612
Experiment 2,G10,E8,2,61.72507063
Experiment 2,G24,E8,2,67.26425301
Experiment 2,G19,E8,1,58.79251661
Experiment 2,G20,E8,2,56.67348792
Experiment 2,G12,E8,1,60.23827302
Experiment 2,G15,E8,1,65.73680661
Experiment 2,G10,E8,1,57.22065023
Experiment 2,G18,E8,2,55.73105417
Experiment 2,G16,E8,1,64.59441268
Experiment 2,G11,E8,2,64.83848307
Experiment 2,G5,E8,2,65.03310452
Experiment 2,G23,E8,1,67.41937396
Experiment 2,G11,E8,1,59.92469157
Experiment 2,G13,E8,1,55.26331213
Experiment 2,G15,E8,2,64.02408001
Experiment 2,G14,E8,1,61.20975697
Experiment 2,G22,E8,1,75.25637822
Experiment 2,G9,E8,1,53.89002631
Experiment 2,G26,E8,2,49.18760568
Experiment 2,G3,E8,1,65.23598501
Experiment 2,G21,E8,2,70.08387557
Experiment 2,G20,E8,1,44.57748642
Experiment 2,G2,E8,2,62.06843131
Experiment 2,G4,E8,1,58.87570808
Experiment 2,G8,E8,2,68.23208762
Experiment 2,G21,E8,1,62.69601347
Experiment 2,G25,E8,2,55.49355342
Experiment 2,G1,E8,2,71.35776162
Experiment 2,G2,E8,1,61.75526911
Experiment 2,G1,E8,1,58.69253652
Experiment 2,G19,E8,2,65.37546561
Experiment 2,G9,E8,2,53.96095621
Experiment 2,G25,E8,1,45.67281062
Experiment 2,G26,E8,1,63.20644688
Experiment 2,G4,E8,2,63.75068888
Experiment 2,G7,E8,1,62.88744406
Experiment 2,G6,E8,1,56.17212521
Experiment 2,G6,E8,2,60.06836261
Experiment 2,G18,E8,1,57.14652947
Experiment 2,G17,E8,1,57.22903112
Experiment 2,G16,E8,2,60.74382618
Experiment 2,G17,E8,2,60.64987462
Experiment 2,G24,E8,1,57.13466031
Experiment 2,G3,E8,2,57.32901121
Experiment 2,G7,E8,2,68.60376946
Experiment 2,G5,E8,1,78.17863062
Experiment 2,G12,E8,2,59.04004842
Experiment 2,G14,E8,2,61.49778887
Experiment 2,G13,E8,2,53.98508693
Experiment 2,G23,E8,2,60.12058316
Experiment 2,G8,E8,1,67.16873392
Experiment 2,G2,E9,2,53.14851311
Experiment 2,G24,E9,2,51.53268521
Experiment 2,G23,E9,1,51.20304416
Experiment 2,G15,E9,1,55.84736441
Experiment 2,G21,E9,1,54.26992797
Experiment 2,G18,E9,1,39.94922577
Experiment 2,G23,E9,2,53.33183336
Experiment 2,G4,E9,2,60.43066398
Experiment 2,G16,E9,1,49.07102488
Experiment 2,G12,E9,1,53.92268662
Experiment 2,G14,E9,1,46.40652327
Experiment 2,G2,E9,1,48.74922361
Experiment 2,G1,E9,2,47.71014932
Experiment 2,G8,E9,1,51.35954472
Experiment 2,G22,E9,2,55.36329222
Experiment 2,G7,E9,1,54.27384786
Experiment 2,G7,E9,2,38.01186716
Experiment 2,G19,E9,2,51.34963551
Experiment 2,G17,E9,2,57.00270972
Experiment 2,G12,E9,2,52.82751112
Experiment 2,G9,E9,1,48.99452491
Experiment 2,G5,E9,2,48.57216322
Experiment 2,G20,E9,2,33.98841072
Experiment 2,G10,E9,2,52.54225083
Experiment 2,G10,E9,1,52.44172963
Experiment 2,G25,E9,2,54.75733972
Experiment 2,G26,E9,2,53.35135438
Experiment 2,G20,E9,1,49.84800922
Experiment 2,G22,E9,1,58.01565412
Experiment 2,G1,E9,1,57.88078322
Experiment 2,G17,E9,1,60.45314452
Experiment 2,G18,E9,2,30.96075687
Experiment 2,G25,E9,1,56.43571662
Experiment 2,G15,E9,2,49.07452551
Experiment 2,G26,E9,1,39.34842408
Experiment 2,G8,E9,2,52.15523842
Experiment 2,G3,E9,2,57.33139041
Experiment 2,G16,E9,2,54.08310708
Experiment 2,G11,E9,1,63.44144657
Experiment 2,G9,E9,2,54.24452711
Experiment 2,G24,E9,1,61.44264801
Experiment 2,G5,E9,1,58.79305772
Experiment 2,G6,E9,2,49.81088791
Experiment 2,G11,E9,2,55.63053297
Experiment 2,G21,E9,2,56.46741657
Experiment 2,G6,E9,1,44.70259681
Experiment 2,G19,E9,1,48.96701541
Experiment 2,G14,E9,2,55.48867317
Experiment 2,G4,E9,1,50.79505268
